category,rating,label,text,review_type
Grocery,3,0,Highly recommend this to everyone.,Genuine
Furniture,4,1,Amazing amazing amazing must purchase immediately!,Fake
Books,3,1,Five stars highly recommended without using it.,Fake
Appliances,5,0,Highly recommend this to everyone.,Genuine
Books,2,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,2,1,Best product ever in the world buy now!,Fake
Books,2,1,Best product ever in the world buy now!,Fake
Mobile Phones,2,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,1,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,3,0,Great value and amazing performance.,Genuine
Books,5,0,The product quality is very good and worth the price.,Genuine
Mobile Phones,1,1,This changed my life completely unbelievable product.,Fake
Sports & Fitness,3,1,Best product ever in the world buy now!,Fake
Appliances,2,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,3,1,Five stars highly recommended without using it.,Fake
Mobile Phones,3,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,2,1,Amazing amazing amazing must purchase immediately!,Fake
Home & Kitchen,2,1,This changed my life completely unbelievable product.,Fake
Furniture,2,1,Best product ever in the world buy now!,Fake
Mobile Phones,4,1,I love this so much super great awesome perfect!,Fake
Fashion,1,1,Five stars highly recommended without using it.,Fake
Electronics,1,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,5,1,Five stars highly recommended without using it.,Fake
Appliances,3,1,Best product ever in the world buy now!,Fake
Furniture,5,0,The product quality is very good and worth the price.,Genuine
Beauty,1,1,I love this so much super great awesome perfect!,Fake
Furniture,1,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,2,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,1,0,Highly recommend this to everyone.,Genuine
Furniture,2,0,Highly recommend this to everyone.,Genuine
Electronics,1,1,Best product ever in the world buy now!,Fake
Appliances,2,1,I love this so much super great awesome perfect!,Fake
Computers & Accessories,3,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,2,0,Great value and amazing performance.,Genuine
Beauty,1,1,Amazing amazing amazing must purchase immediately!,Fake
Books,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,1,0,The product quality is very good and worth the price.,Genuine
Grocery,2,1,This changed my life completely unbelievable product.,Fake
Sports & Fitness,3,0,The product quality is very good and worth the price.,Genuine
Electronics,2,0,Great value and amazing performance.,Genuine
Books,1,1,Best product ever in the world buy now!,Fake
Sports & Fitness,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Grocery,2,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,1,1,I love this so much super great awesome perfect!,Fake
Grocery,1,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,1,1,This changed my life completely unbelievable product.,Fake
Furniture,5,1,Five stars highly recommended without using it.,Fake
Furniture,2,1,Five stars highly recommended without using it.,Fake
Mobile Phones,2,1,This changed my life completely unbelievable product.,Fake
Fashion,3,1,I love this so much super great awesome perfect!,Fake
Appliances,5,0,Highly recommend this to everyone.,Genuine
Sports & Fitness,1,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,2,1,This changed my life completely unbelievable product.,Fake
Toys & Baby,2,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,4,1,I love this so much super great awesome perfect!,Fake
Books,2,0,The product quality is very good and worth the price.,Genuine
Books,2,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,2,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,3,0,Highly recommend this to everyone.,Genuine
Mobile Phones,4,0,The product quality is very good and worth the price.,Genuine
Toys & Baby,5,0,I have been using it for a month and it works perfectly.,Genuine
Furniture,2,0,The product quality is very good and worth the price.,Genuine
Furniture,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Sports & Fitness,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,3,0,I have been using it for a month and it works perfectly.,Genuine
Grocery,3,1,This changed my life completely unbelievable product.,Fake
Fashion,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,4,0,Highly recommend this to everyone.,Genuine
Appliances,2,1,Amazing amazing amazing must purchase immediately!,Fake
Mobile Phones,5,0,I have been using it for a month and it works perfectly.,Genuine
Books,1,1,Amazing amazing amazing must purchase immediately!,Fake
Computers & Accessories,5,1,Best product ever in the world buy now!,Fake
Computers & Accessories,2,1,I love this so much super great awesome perfect!,Fake
Fashion,4,0,I have been using it for a month and it works perfectly.,Genuine
Books,2,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,4,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,1,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,4,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,3,0,Highly recommend this to everyone.,Genuine
Appliances,2,0,Great value and amazing performance.,Genuine
Fashion,3,1,Five stars highly recommended without using it.,Fake
Appliances,1,0,The product quality is very good and worth the price.,Genuine
Grocery,5,1,This changed my life completely unbelievable product.,Fake
Furniture,1,1,Amazing amazing amazing must purchase immediately!,Fake
Electronics,5,1,Best product ever in the world buy now!,Fake
Fashion,2,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,3,0,I have been using it for a month and it works perfectly.,Genuine
Toys & Baby,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Books,4,1,I love this so much super great awesome perfect!,Fake
Books,1,0,I have been using it for a month and it works perfectly.,Genuine
Books,1,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,4,0,Highly recommend this to everyone.,Genuine
Fashion,4,1,This changed my life completely unbelievable product.,Fake
Beauty,1,0,The product quality is very good and worth the price.,Genuine
Computers & Accessories,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,2,1,Five stars highly recommended without using it.,Fake
Toys & Baby,4,1,Best product ever in the world buy now!,Fake
Sports & Fitness,3,1,Five stars highly recommended without using it.,Fake
Appliances,4,0,The product quality is very good and worth the price.,Genuine
Appliances,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Beauty,2,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,5,0,Highly recommend this to everyone.,Genuine
Toys & Baby,4,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,3,0,The product quality is very good and worth the price.,Genuine
Appliances,1,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,4,1,This changed my life completely unbelievable product.,Fake
Computers & Accessories,3,0,Great value and amazing performance.,Genuine
Furniture,3,0,The product quality is very good and worth the price.,Genuine
Fashion,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,1,0,Highly recommend this to everyone.,Genuine
Appliances,4,1,Best product ever in the world buy now!,Fake
Fashion,2,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,2,0,The product quality is very good and worth the price.,Genuine
Books,4,1,I love this so much super great awesome perfect!,Fake
Computers & Accessories,3,1,I love this so much super great awesome perfect!,Fake
Toys & Baby,1,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,1,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,2,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,3,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,1,1,This changed my life completely unbelievable product.,Fake
Electronics,2,1,Amazing amazing amazing must purchase immediately!,Fake
Books,2,0,I have been using it for a month and it works perfectly.,Genuine
Fashion,4,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,3,0,Great value and amazing performance.,Genuine
Sports & Fitness,2,0,Great value and amazing performance.,Genuine
Furniture,1,1,This changed my life completely unbelievable product.,Fake
Sports & Fitness,4,0,Highly recommend this to everyone.,Genuine
Grocery,3,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,5,1,Best product ever in the world buy now!,Fake
Electronics,2,1,Best product ever in the world buy now!,Fake
Grocery,1,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,2,1,I love this so much super great awesome perfect!,Fake
Fashion,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Computers & Accessories,3,1,I love this so much super great awesome perfect!,Fake
Electronics,4,0,Highly recommend this to everyone.,Genuine
Grocery,1,0,Great value and amazing performance.,Genuine
Beauty,1,1,Best product ever in the world buy now!,Fake
Computers & Accessories,2,1,Five stars highly recommended without using it.,Fake
Grocery,3,0,Highly recommend this to everyone.,Genuine
Grocery,5,1,I love this so much super great awesome perfect!,Fake
Mobile Phones,1,1,Best product ever in the world buy now!,Fake
Home & Kitchen,3,1,I love this so much super great awesome perfect!,Fake
Electronics,1,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,3,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,5,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,4,0,The product quality is very good and worth the price.,Genuine
Home & Kitchen,3,1,This changed my life completely unbelievable product.,Fake
Electronics,1,1,Best product ever in the world buy now!,Fake
Furniture,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,1,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,3,0,Highly recommend this to everyone.,Genuine
Furniture,4,0,Great value and amazing performance.,Genuine
Books,2,0,Highly recommend this to everyone.,Genuine
Mobile Phones,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,5,0,I have been using it for a month and it works perfectly.,Genuine
Electronics,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,3,0,The product quality is very good and worth the price.,Genuine
Beauty,4,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,5,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,3,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,2,0,The product quality is very good and worth the price.,Genuine
Mobile Phones,4,1,This changed my life completely unbelievable product.,Fake
Beauty,4,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,2,0,Highly recommend this to everyone.,Genuine
Furniture,3,1,I love this so much super great awesome perfect!,Fake
Beauty,1,1,Best product ever in the world buy now!,Fake
Computers & Accessories,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,4,1,Five stars highly recommended without using it.,Fake
Mobile Phones,3,1,Five stars highly recommended without using it.,Fake
Toys & Baby,5,1,I love this so much super great awesome perfect!,Fake
Fashion,1,0,Highly recommend this to everyone.,Genuine
Books,2,0,The product quality is very good and worth the price.,Genuine
Beauty,3,1,Best product ever in the world buy now!,Fake
Beauty,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Computers & Accessories,2,0,Highly recommend this to everyone.,Genuine
Toys & Baby,3,1,This changed my life completely unbelievable product.,Fake
Furniture,5,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,2,0,I have been using it for a month and it works perfectly.,Genuine
Grocery,1,1,Five stars highly recommended without using it.,Fake
Fashion,1,1,This changed my life completely unbelievable product.,Fake
Mobile Phones,3,1,Amazing amazing amazing must purchase immediately!,Fake
Mobile Phones,2,0,The product quality is very good and worth the price.,Genuine
Grocery,5,0,The product quality is very good and worth the price.,Genuine
Grocery,3,0,The product quality is very good and worth the price.,Genuine
Electronics,2,0,The product quality is very good and worth the price.,Genuine
Grocery,2,0,The product quality is very good and worth the price.,Genuine
Mobile Phones,1,1,Best product ever in the world buy now!,Fake
Sports & Fitness,3,0,Highly recommend this to everyone.,Genuine
Mobile Phones,1,0,Highly recommend this to everyone.,Genuine
Books,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Books,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,4,1,Best product ever in the world buy now!,Fake
Beauty,1,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,5,1,This changed my life completely unbelievable product.,Fake
Electronics,3,0,The product quality is very good and worth the price.,Genuine
Appliances,2,1,I love this so much super great awesome perfect!,Fake
Grocery,4,0,I have been using it for a month and it works perfectly.,Genuine
Beauty,1,1,I love this so much super great awesome perfect!,Fake
Books,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,5,1,Five stars highly recommended without using it.,Fake
Electronics,1,0,Highly recommend this to everyone.,Genuine
Grocery,3,0,I have been using it for a month and it works perfectly.,Genuine
Books,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,4,1,Best product ever in the world buy now!,Fake
Home & Kitchen,3,0,I have been using it for a month and it works perfectly.,Genuine
Beauty,1,1,I love this so much super great awesome perfect!,Fake
Books,1,1,This changed my life completely unbelievable product.,Fake
Appliances,1,1,I love this so much super great awesome perfect!,Fake
Furniture,3,0,Highly recommend this to everyone.,Genuine
Furniture,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Computers & Accessories,2,0,Highly recommend this to everyone.,Genuine
Grocery,2,1,This changed my life completely unbelievable product.,Fake
Fashion,1,0,The product quality is very good and worth the price.,Genuine
Books,4,1,I love this so much super great awesome perfect!,Fake
Beauty,5,1,Best product ever in the world buy now!,Fake
Books,3,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,1,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,2,1,This changed my life completely unbelievable product.,Fake
Furniture,3,0,Great value and amazing performance.,Genuine
Books,1,1,Best product ever in the world buy now!,Fake
Beauty,4,0,Highly recommend this to everyone.,Genuine
Electronics,5,1,Five stars highly recommended without using it.,Fake
Toys & Baby,3,0,The product quality is very good and worth the price.,Genuine
Furniture,3,1,This changed my life completely unbelievable product.,Fake
Mobile Phones,4,1,I love this so much super great awesome perfect!,Fake
Books,2,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,5,0,The product quality is very good and worth the price.,Genuine
Furniture,5,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,5,1,I love this so much super great awesome perfect!,Fake
Furniture,2,0,Highly recommend this to everyone.,Genuine
Books,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Computers & Accessories,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,4,1,Five stars highly recommended without using it.,Fake
Home & Kitchen,4,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,2,1,Best product ever in the world buy now!,Fake
Books,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Fashion,4,0,The product quality is very good and worth the price.,Genuine
Books,5,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,2,0,Great value and amazing performance.,Genuine
Computers & Accessories,4,1,Best product ever in the world buy now!,Fake
Beauty,4,0,Highly recommend this to everyone.,Genuine
Beauty,1,1,Best product ever in the world buy now!,Fake
Appliances,2,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,5,0,Highly recommend this to everyone.,Genuine
Electronics,1,1,This changed my life completely unbelievable product.,Fake
Beauty,1,0,Great value and amazing performance.,Genuine
Sports & Fitness,2,0,Highly recommend this to everyone.,Genuine
Appliances,1,1,Five stars highly recommended without using it.,Fake
Mobile Phones,3,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,2,0,The product quality is very good and worth the price.,Genuine
Computers & Accessories,1,1,This changed my life completely unbelievable product.,Fake
Books,3,0,The product quality is very good and worth the price.,Genuine
Toys & Baby,1,0,Great value and amazing performance.,Genuine
Electronics,3,0,Highly recommend this to everyone.,Genuine
Fashion,1,1,Five stars highly recommended without using it.,Fake
Computers & Accessories,4,1,Best product ever in the world buy now!,Fake
Home & Kitchen,3,0,Great value and amazing performance.,Genuine
Fashion,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,5,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,3,0,The product quality is very good and worth the price.,Genuine
Mobile Phones,4,1,This changed my life completely unbelievable product.,Fake
Grocery,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Electronics,4,1,Best product ever in the world buy now!,Fake
Home & Kitchen,3,0,Great value and amazing performance.,Genuine
Sports & Fitness,3,0,I have been using it for a month and it works perfectly.,Genuine
Electronics,1,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,4,1,This changed my life completely unbelievable product.,Fake
Electronics,3,0,I have been using it for a month and it works perfectly.,Genuine
Books,4,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,1,0,Great value and amazing performance.,Genuine
Electronics,4,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Electronics,5,1,Five stars highly recommended without using it.,Fake
Beauty,3,0,Highly recommend this to everyone.,Genuine
Appliances,4,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,3,0,I have been using it for a month and it works perfectly.,Genuine
Mobile Phones,3,1,I love this so much super great awesome perfect!,Fake
Toys & Baby,2,1,Amazing amazing amazing must purchase immediately!,Fake
Mobile Phones,4,0,Highly recommend this to everyone.,Genuine
Grocery,3,0,Great value and amazing performance.,Genuine
Mobile Phones,3,1,I love this so much super great awesome perfect!,Fake
Toys & Baby,1,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,1,1,This changed my life completely unbelievable product.,Fake
Electronics,4,0,I have been using it for a month and it works perfectly.,Genuine
Toys & Baby,4,1,Amazing amazing amazing must purchase immediately!,Fake
Appliances,2,1,Amazing amazing amazing must purchase immediately!,Fake
Toys & Baby,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,4,0,Highly recommend this to everyone.,Genuine
Beauty,4,0,The product quality is very good and worth the price.,Genuine
Home & Kitchen,4,0,Highly recommend this to everyone.,Genuine
Appliances,4,1,This changed my life completely unbelievable product.,Fake
Appliances,5,1,Amazing amazing amazing must purchase immediately!,Fake
Toys & Baby,1,0,The product quality is very good and worth the price.,Genuine
Toys & Baby,5,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,1,1,I love this so much super great awesome perfect!,Fake
Beauty,4,1,Best product ever in the world buy now!,Fake
Books,1,0,Highly recommend this to everyone.,Genuine
Appliances,1,1,I love this so much super great awesome perfect!,Fake
Electronics,4,1,Best product ever in the world buy now!,Fake
Computers & Accessories,4,0,Highly recommend this to everyone.,Genuine
Mobile Phones,4,1,This changed my life completely unbelievable product.,Fake
Mobile Phones,4,1,This changed my life completely unbelievable product.,Fake
Beauty,5,1,I love this so much super great awesome perfect!,Fake
Furniture,2,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,1,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,1,1,Best product ever in the world buy now!,Fake
Fashion,3,0,Highly recommend this to everyone.,Genuine
Toys & Baby,4,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,3,0,The product quality is very good and worth the price.,Genuine
Beauty,3,1,Best product ever in the world buy now!,Fake
Electronics,2,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,5,0,Great value and amazing performance.,Genuine
Home & Kitchen,4,1,I love this so much super great awesome perfect!,Fake
Beauty,1,0,Great value and amazing performance.,Genuine
Home & Kitchen,4,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,3,1,Best product ever in the world buy now!,Fake
Appliances,2,1,Best product ever in the world buy now!,Fake
Toys & Baby,1,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,5,0,Highly recommend this to everyone.,Genuine
Computers & Accessories,2,1,I love this so much super great awesome perfect!,Fake
Appliances,3,1,This changed my life completely unbelievable product.,Fake
Furniture,4,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,3,0,Highly recommend this to everyone.,Genuine
Furniture,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Books,3,1,Amazing amazing amazing must purchase immediately!,Fake
Mobile Phones,1,0,Highly recommend this to everyone.,Genuine
Appliances,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Sports & Fitness,4,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,4,0,Great value and amazing performance.,Genuine
Beauty,5,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Electronics,3,0,Highly recommend this to everyone.,Genuine
Grocery,1,0,I have been using it for a month and it works perfectly.,Genuine
Home & Kitchen,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,3,0,Highly recommend this to everyone.,Genuine
Grocery,4,0,The product quality is very good and worth the price.,Genuine
Books,4,1,This changed my life completely unbelievable product.,Fake
Furniture,2,0,The product quality is very good and worth the price.,Genuine
Toys & Baby,4,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,1,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,4,1,Amazing amazing amazing must purchase immediately!,Fake
Sports & Fitness,3,1,Five stars highly recommended without using it.,Fake
Beauty,2,1,Five stars highly recommended without using it.,Fake
Sports & Fitness,5,1,Five stars highly recommended without using it.,Fake
Furniture,3,0,Great value and amazing performance.,Genuine
Electronics,5,0,I have been using it for a month and it works perfectly.,Genuine
Appliances,5,1,Best product ever in the world buy now!,Fake
Computers & Accessories,1,1,This changed my life completely unbelievable product.,Fake
Books,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Grocery,5,0,The product quality is very good and worth the price.,Genuine
Grocery,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Grocery,5,1,Five stars highly recommended without using it.,Fake
Computers & Accessories,2,1,Best product ever in the world buy now!,Fake
Home & Kitchen,1,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,3,0,The product quality is very good and worth the price.,Genuine
Books,2,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,5,0,Great value and amazing performance.,Genuine
Appliances,4,0,The product quality is very good and worth the price.,Genuine
Grocery,1,0,Great value and amazing performance.,Genuine
Appliances,1,1,Amazing amazing amazing must purchase immediately!,Fake
Furniture,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,2,1,Best product ever in the world buy now!,Fake
Books,5,1,I love this so much super great awesome perfect!,Fake
Beauty,2,0,Great value and amazing performance.,Genuine
Toys & Baby,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,4,1,Five stars highly recommended without using it.,Fake
Mobile Phones,1,1,Five stars highly recommended without using it.,Fake
Mobile Phones,4,0,Great value and amazing performance.,Genuine
Home & Kitchen,2,0,I have been using it for a month and it works perfectly.,Genuine
Beauty,5,1,I love this so much super great awesome perfect!,Fake
Appliances,3,0,Great value and amazing performance.,Genuine
Fashion,4,1,Five stars highly recommended without using it.,Fake
Appliances,1,1,Best product ever in the world buy now!,Fake
Electronics,3,1,This changed my life completely unbelievable product.,Fake
Mobile Phones,4,1,This changed my life completely unbelievable product.,Fake
Fashion,5,0,The product quality is very good and worth the price.,Genuine
Mobile Phones,4,1,Best product ever in the world buy now!,Fake
Mobile Phones,2,0,The product quality is very good and worth the price.,Genuine
Furniture,1,0,Highly recommend this to everyone.,Genuine
Grocery,4,1,Best product ever in the world buy now!,Fake
Books,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,3,1,Amazing amazing amazing must purchase immediately!,Fake
Electronics,4,1,Best product ever in the world buy now!,Fake
Appliances,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,1,1,Best product ever in the world buy now!,Fake
Toys & Baby,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Mobile Phones,2,1,I love this so much super great awesome perfect!,Fake
Appliances,4,0,The product quality is very good and worth the price.,Genuine
Appliances,5,0,Highly recommend this to everyone.,Genuine
Books,2,0,Highly recommend this to everyone.,Genuine
Electronics,4,0,The product quality is very good and worth the price.,Genuine
Sports & Fitness,3,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,4,0,I have been using it for a month and it works perfectly.,Genuine
Computers & Accessories,5,1,Five stars highly recommended without using it.,Fake
Electronics,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,4,0,Great value and amazing performance.,Genuine
Books,2,0,Great value and amazing performance.,Genuine
Grocery,3,1,Best product ever in the world buy now!,Fake
Books,3,1,I love this so much super great awesome perfect!,Fake
Computers & Accessories,5,1,Amazing amazing amazing must purchase immediately!,Fake
Electronics,2,1,Five stars highly recommended without using it.,Fake
Computers & Accessories,5,1,Best product ever in the world buy now!,Fake
Home & Kitchen,2,1,This changed my life completely unbelievable product.,Fake
Appliances,2,1,Amazing amazing amazing must purchase immediately!,Fake
Beauty,3,0,The product quality is very good and worth the price.,Genuine
Home & Kitchen,1,0,Great value and amazing performance.,Genuine
Fashion,4,0,Great value and amazing performance.,Genuine
Books,3,1,I love this so much super great awesome perfect!,Fake
Grocery,1,0,Highly recommend this to everyone.,Genuine
Toys & Baby,3,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,3,0,The product quality is very good and worth the price.,Genuine
Electronics,1,0,Highly recommend this to everyone.,Genuine
Home & Kitchen,4,1,Amazing amazing amazing must purchase immediately!,Fake
Grocery,5,1,This changed my life completely unbelievable product.,Fake
Fashion,1,0,Great value and amazing performance.,Genuine
Toys & Baby,3,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Home & Kitchen,4,0,The product quality is very good and worth the price.,Genuine
Electronics,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Electronics,5,1,This changed my life completely unbelievable product.,Fake
Beauty,3,0,Great value and amazing performance.,Genuine
Computers & Accessories,4,1,I love this so much super great awesome perfect!,Fake
Grocery,2,0,Great value and amazing performance.,Genuine
Grocery,2,0,Great value and amazing performance.,Genuine
Fashion,2,0,Highly recommend this to everyone.,Genuine
Beauty,5,1,Best product ever in the world buy now!,Fake
Toys & Baby,1,0,The product quality is very good and worth the price.,Genuine
Electronics,3,0,Highly recommend this to everyone.,Genuine
Appliances,2,1,Best product ever in the world buy now!,Fake
Furniture,5,0,The product quality is very good and worth the price.,Genuine
Electronics,5,0,Great value and amazing performance.,Genuine
Grocery,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Appliances,5,1,Five stars highly recommended without using it.,Fake
Mobile Phones,5,1,Five stars highly recommended without using it.,Fake
Furniture,1,0,Great value and amazing performance.,Genuine
Computers & Accessories,1,1,Five stars highly recommended without using it.,Fake
Furniture,5,0,Great value and amazing performance.,Genuine
Computers & Accessories,2,1,Five stars highly recommended without using it.,Fake
Mobile Phones,2,1,Best product ever in the world buy now!,Fake
Appliances,5,1,Amazing amazing amazing must purchase immediately!,Fake
Electronics,3,1,I love this so much super great awesome perfect!,Fake
Sports & Fitness,2,1,I love this so much super great awesome perfect!,Fake
Furniture,1,1,I love this so much super great awesome perfect!,Fake
Books,4,0,I have been using it for a month and it works perfectly.,Genuine
Sports & Fitness,4,1,Five stars highly recommended without using it.,Fake
Appliances,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Furniture,2,0,Highly recommend this to everyone.,Genuine
Books,3,1,Amazing amazing amazing must purchase immediately!,Fake
Fashion,1,0,Highly recommend this to everyone.,Genuine
Books,4,0,The product quality is very good and worth the price.,Genuine
Fashion,2,0,Highly recommend this to everyone.,Genuine
Grocery,1,0,The product quality is very good and worth the price.,Genuine
Beauty,2,1,Best product ever in the world buy now!,Fake
Toys & Baby,5,0,"Satisfied with the purchase, delivery was quick.",Genuine
Toys & Baby,4,0,"Satisfied with the purchase, delivery was quick.",Genuine
Sports & Fitness,3,1,Five stars highly recommended without using it.,Fake
Electronics,2,0,"Satisfied with the purchase, delivery was quick.",Genuine
Grocery,1,1,This changed my life completely unbelievable product.,Fake
Home & Kitchen,2,1,I love this so much super great awesome perfect!,Fake
Home & Kitchen,5,1,I love this so much super great awesome perfect!,Fake
